"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","40","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","45","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","343","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","19","1","0.000000","0","0"
"/Game/STF/Landscape/Environment/Foliage/DeadTrees/M_dead-tree-lod3.M_dead-tree-lod3","0","0","38","1","0.000000","0","0"
"/Game/Assets/Asylum/WaterFountainTexture/waterfountain.waterfountain","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/RoofTiles/RoofTiles.RoofTiles","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/LadyoftheAsylum/Eyes.Eyes","0","0","11","1","0.000000","0","0"
"/Game/Assets/Asylum/LadyoftheAsylum/Body.Body","0","0","11","1","0.000000","0","0"
"/Game/Assets/Asylum/LadyoftheAsylum/Hair.Hair","0","0","15","1","0.000000","0","0"
"/Game/Assets/Asylum/LadyoftheAsylum/Dress.Dress","0","0","11","1","0.000000","0","0"
"/Game/Assets/Asylum/InteriorBedWalls/InteriorBricks.InteriorBricks","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumFence/01_-_Default.01_-_Default","0","0","19","1","0.000000","0","0"
"/Game/Assets/Asylum/BrickTexture_Exterior_/BrickMat.BrickMat","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumFence/Textures/Albedo/Paint_Ruste_albedo_Mat.Paint_Ruste_albedo_Mat","0","0","16","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/TV_Retro.TV_Retro","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Toilet.Toilet","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/ToiletWall.ToiletWall","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Tap.Tap","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/TableSmall.TableSmall","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/TableOffice.TableOffice","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/TableKitchen.TableKitchen","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/SurgeryTable.SurgeryTable","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/SurgeryLamp.SurgeryLamp","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Construction.Construction","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Matres.Matres","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Tank_V2.Tank_V2","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Sofa_Pilow.Sofa_Pilow","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/SofaChair.SofaChair","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Sink.Sink","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Shower.Shower","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/ProjectorCloth.ProjectorCloth","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Pillow.Pillow","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/PC_Monitor.PC_Monitor","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/MorgueBox_Door.MorgueBox_Door","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/MorgueBox_Bed.MorgueBox_Bed","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/MorgueBox.MorgueBox","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/LampWall.LampWall","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/KitchenShelf.KitchenShelf","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Keyboard__Keybord_png.Keyboard__Keybord_png","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Sofa_Patern.Sofa_Patern","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Sofa_Bottom.Sofa_Bottom","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Sofa_Base.Sofa_Base","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/NeonLamp.NeonLamp","0","0","10","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Heater.Heater","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Fridge_DoorH.Fridge_DoorH","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Fridge_DoorD.Fridge_DoorD","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Fridge_Case.Fridge_Case","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Textures/FloorWood_Mat.FloorWood_Mat","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/FilmProjector.FilmProjector","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Door_Frame.Door_Frame","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/CurtainsMedic.CurtainsMedic","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/CupboardLight_Broken.CupboardLight_Broken","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Chandelier.Chandelier","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/ChairOffice.ChairOffice","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/FloorWood.FloorWood","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Checkerboard.Checkerboard","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Door.Door","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/BigHangs.BigHangs","0","0","10","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/BigBoiler.BigBoiler","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/BedFeather.BedFeather","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Antlers.Antlers","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","7","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","40","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Cupboard.Cupboard","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Carpet.Carpet","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/BigShelf.BigShelf","0","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Bed.Bed","0","0","8","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","38","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","38","1","0.000000","0","0"
"/Game/Assets/Grass/M_FieldGrass_01.M_FieldGrass_01","0","0","76","2","0.000000","0","38"
"/DatasmithContent/Materials/RevitReference.RevitReference","0","0","54","3","0.000000","0","32"
"/DatasmithContent/Materials/C4DReference.C4DReference","0","0","8","1","0.000000","0","0"
"/DatasmithContent/Materials/CE_OpacitySimpleReference.CE_OpacitySimpleReference","0","0","38","1","0.000000","0","0"
"/DatasmithContent/Materials/CE_OpacityReference.CE_OpacityReference","0","0","13","1","0.000000","0","0"
"/DatasmithContent/Materials/CE_OpaqueReference.CE_OpaqueReference","0","0","16","1","0.000000","0","0"
"/Game/FirstPersonArms/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","33","1","0.000000","0","0"
"/Game/STF/Landscape/Environment/Foliage/Pines/M_pines_lod3.M_pines_lod3","0","0","38","1","0.000000","0","0"
"/DatasmithContent/Materials/StdEmissive/M_StdEmissive.M_StdEmissive","0","0","52","1","0.000000","0","0"
"/DatasmithContent/Materials/StdTranslucent/M_StdTranslucent.M_StdTranslucent","0","0","42","1","0.000000","0","0"
"/DatasmithContent/Materials/StdDecal/M_StdDecal.M_StdDecal","0","0","36","1","0.000000","0","0"
"/DatasmithContent/Materials/StdOpaque/M_StdOpaque.M_StdOpaque","0","0","69","1","0.000000","0","0"
"/Game/STF/Landscape/Environment/Foliage/Pines/M_tree_pine_Leafs_Material.M_tree_pine_Leafs_Material","0","0","76","2","0.000000","0","0"
"/Game/STF/Landscape/Environment/Foliage/Pines/M_tree_pine_bark_diffuse_material.M_tree_pine_bark_diffuse_material","0","0","76","2","0.000000","0","0"
"/Game/STF/Landscape/Environment/Foliage/DeadTrees/M_tree_dead_bark.M_tree_dead_bark","0","0","76","2","0.000000","0","0"
"/Game/STF/Landscape/Environment/Foliage/DeadTrees/M_dead-tree-leafs.M_dead-tree-leafs","0","0","76","2","0.000000","0","76"
"/Game/Assets/Asylum/Blended_Material/Blended_Material.Blended_Material","0","0","42","3","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","20","0","5","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","20","0","7","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","20","0","10","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","20","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","20","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","20","0","7","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","20","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","20","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","20","0","17","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","20","0","6","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","20","0","12","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","20","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","20","0","10","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","20","0","6","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","20","0","4","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","20","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","20","0","44","1","0.000000","0","0"
"/Game/Assets/Blueprints/CandleFlicker.CandleFlicker","20","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","20","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","20","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","20","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","20","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","20","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","20","0","5","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","20","0","5","1","0.000000","0","0"
"/DatasmithContent/Materials/SketchUpReference.SketchUpReference","20","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","20","0","58","6","0.000000","0","4"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","20","0","57","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","20","0","46","2","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","20","0","6","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","20","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","20","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","20","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","20","0","33","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","20","0","442","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","20","0","19","1","0.000000","0","0"
"/Game/STF/Landscape/Environment/Foliage/DeadTrees/M_dead-tree-lod3.M_dead-tree-lod3","20","0","38","1","0.000000","0","0"
"/Game/Assets/Asylum/WaterFountainTexture/waterfountain.waterfountain","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/RoofTiles/RoofTiles.RoofTiles","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/LadyoftheAsylum/Eyes.Eyes","20","0","9","1","0.000000","0","0"
"/Game/Assets/Asylum/LadyoftheAsylum/Body.Body","20","0","9","1","0.000000","0","0"
"/Game/Assets/Asylum/LadyoftheAsylum/Hair.Hair","20","0","13","1","0.000000","0","0"
"/Game/Assets/Asylum/LadyoftheAsylum/Dress.Dress","20","0","9","1","0.000000","0","0"
"/Game/Assets/Asylum/InteriorBedWalls/InteriorBricks.InteriorBricks","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumFence/01_-_Default.01_-_Default","20","0","19","1","0.000000","0","0"
"/Game/Assets/Asylum/BrickTexture_Exterior_/BrickMat.BrickMat","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumFence/Textures/Albedo/Paint_Ruste_albedo_Mat.Paint_Ruste_albedo_Mat","20","0","12","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/TV_Retro.TV_Retro","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Toilet.Toilet","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/ToiletWall.ToiletWall","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Tap.Tap","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/TableSmall.TableSmall","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/TableOffice.TableOffice","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/TableKitchen.TableKitchen","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/SurgeryTable.SurgeryTable","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/SurgeryLamp.SurgeryLamp","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Construction.Construction","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Matres.Matres","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Tank_V2.Tank_V2","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Sofa_Pilow.Sofa_Pilow","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/SofaChair.SofaChair","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Sink.Sink","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Shower.Shower","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/ProjectorCloth.ProjectorCloth","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Pillow.Pillow","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/PC_Monitor.PC_Monitor","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/MorgueBox_Door.MorgueBox_Door","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/MorgueBox_Bed.MorgueBox_Bed","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/MorgueBox.MorgueBox","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/LampWall.LampWall","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/KitchenShelf.KitchenShelf","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Keyboard__Keybord_png.Keyboard__Keybord_png","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Sofa_Patern.Sofa_Patern","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Sofa_Bottom.Sofa_Bottom","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Sofa_Base.Sofa_Base","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/NeonLamp.NeonLamp","20","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Heater.Heater","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Fridge_DoorH.Fridge_DoorH","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Fridge_DoorD.Fridge_DoorD","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Fridge_Case.Fridge_Case","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Textures/FloorWood_Mat.FloorWood_Mat","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/FilmProjector.FilmProjector","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Door_Frame.Door_Frame","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/CurtainsMedic.CurtainsMedic","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/CupboardLight_Broken.CupboardLight_Broken","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Chandelier.Chandelier","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/ChairOffice.ChairOffice","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/FloorWood.FloorWood","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Checkerboard.Checkerboard","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Door.Door","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/BigHangs.BigHangs","20","0","8","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/BigBoiler.BigBoiler","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/BedFeather.BedFeather","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Antlers.Antlers","20","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","20","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","20","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","20","0","44","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Cupboard.Cupboard","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Carpet.Carpet","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/BigShelf.BigShelf","20","0","6","1","0.000000","0","0"
"/Game/Assets/Asylum/AsylumDecorations/Models/Bed.Bed","20","0","6","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","20","0","38","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","20","0","38","1","0.000000","0","0"
"/Game/Assets/Grass/M_FieldGrass_01.M_FieldGrass_01","20","0","160","2","0.000000","0","80"
"/DatasmithContent/Materials/RevitReference.RevitReference","20","0","42","3","0.000000","0","24"
"/DatasmithContent/Materials/C4DReference.C4DReference","20","0","6","1","0.000000","0","0"
"/DatasmithContent/Materials/CE_OpacitySimpleReference.CE_OpacitySimpleReference","20","0","38","1","0.000000","0","0"
"/DatasmithContent/Materials/CE_OpacityReference.CE_OpacityReference","20","0","11","1","0.000000","0","0"
"/DatasmithContent/Materials/CE_OpaqueReference.CE_OpaqueReference","20","0","12","1","0.000000","0","0"
"/Game/FirstPersonArms/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","20","0","35","1","0.000000","0","0"
"/Game/STF/Landscape/Environment/Foliage/Pines/M_pines_lod3.M_pines_lod3","20","0","38","1","0.000000","0","0"
"/DatasmithContent/Materials/StdEmissive/M_StdEmissive.M_StdEmissive","20","0","71","1","0.000000","0","0"
"/DatasmithContent/Materials/StdTranslucent/M_StdTranslucent.M_StdTranslucent","20","0","38","1","0.000000","0","0"
"/DatasmithContent/Materials/StdDecal/M_StdDecal.M_StdDecal","20","0","31","1","0.000000","0","0"
"/DatasmithContent/Materials/StdOpaque/M_StdOpaque.M_StdOpaque","20","0","88","1","0.000000","0","0"
"/Game/STF/Landscape/Environment/Foliage/Pines/M_tree_pine_Leafs_Material.M_tree_pine_Leafs_Material","20","0","76","2","0.000000","0","0"
